DI_SEQUENCE_NUMBER,DI_OPERATION_TYPE,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,AUSME,DISPR,DISMM,DISPO,KZDIE,PLIFZ,WEBAZ,PERKZ,AUSSS,DISLS,BESKZ,SOBSL,SBDKZ,LAGPR,ALTSL,KZAUS,AUSDT,NFMAT,KZBED,MISKZ,FHORI,PFREI,FFREI,RGEKZ,FEVOR,BEARZ,RUEZT,TRANZ,DZEIT,MAXLZ,LZEIH,KZPRO,GPMKZ,UEETO,UEETK,UNETO,WZEIT,ATPKZ,VZUSL,HERBL,INSMK,SPROZ,QUAZT,SSQSS,MPDAU,KZPPV,KZDKZ,WSTGH,PRFRQ,NKMPR,LADGR,XCHPF,USEQU,LGRAD,AUFTL,PLVAR,OTYPE,OBJID,MTVFP,PERIV,KZKFK,VRVEZ,VBEAZ,LIZYK,BWSCL,KAUTB,KORDB,STAWN,HERKL,HERKR,EXPME,MTVER,PRCTR,MRPPP,SAUFT,FXHOR,VRMOD,VINT1,VINT2,VERKZ,STLAL,STLAN,PLNNR,APLAL,SOBSK,FRTME,LGPRO,DISGR,KAUSF,QZGTP,QMATV,TAKZT,RWPRO,COPAM,ABCIN,AWSLS,SERNP,CUOBJ,STDPD,SFEPR,XMCNG,QSSYS,LFRHY,RDPRF,VRBMT,VRBWK,VRBDT,VRBFK,AUTRU,PREFE,PRENC,PRENO,PREND,PRENE,PRENG,ITARK,SERVG,KZKUP,STRGR,CUOBV,LGFSB,SCHGT,CCFIX,EPRIO,QMATA,RESVP,PLNTY,UOMGR,UMRSL,ABFAC,SFCPF,SHFLG,SHZET,MDACH,KZECH,KOKRS,ZZBKLAS,ZZSTPRS,ZZWAERS,ZZVERPR,ZZLPLPR,ZZSTPRS_MM,ZZLOSGR,ZZMEINS,ZZEISBE,ZZPEINH,ZZWERKS_SRC,ZZSTPRS_SRC,ZZPEINH_SRC,ZZBSTRF,ZZBSTMI,ZZMINBE,ZZBSTFE,ZZMATOHD,ZZOHDCST,ZZLABCST,ZZPLPR,ZZPLP1,ZZKBETR,ZZKONWA,ZZSWAER,ZZMAT_LOOP,ZZLOOPSTDL,ZZSUBCOST,ZZLOOP_REL,ZZCST_SOBSL,ZZCST_BESKZ,ZZPRDTIER,ZZNODETYPE,ZZFRCST_RORG,ZZERHOR,ODQ_CHANGEMODE,ODQ_ENTITYCNTR
73327,X,2768,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73328,X,2770,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73329,X,2773,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73330,X,2774,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73331,X,2775,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73332,X,2776,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73333,X,2778,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73334,X,2779,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73335,X,2781,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73336,X,2782,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73337,X,2783,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73338,X,2784,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73339,X,2787,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73340,X,2789,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73341,X,2790,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73342,X,2791,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73343,X,2792,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73344,X,2793,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73347,X,2808,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73348,X,2809,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73349,X,2810,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73350,X,2811,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73351,X,2812,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73352,X,2813,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73353,X,2816,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73354,X,2820,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73355,X,2823,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73356,X,2824,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73357,X,2825,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003620, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73358,X,2832,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003620, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73359,X,2833,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73360,X,2834,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73361,X,2835,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73362,X,2836,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73363,X,2837,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73364,X,2838,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
73365,X,2840,T100,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000003960, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,T100,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
